COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY,SCORE,DOWNLOAD,EXAMPLE
"Coleridge-Taylor, Samuel","6 Sorrow Songs, Op.57",1 Oh what comes over the Sea,18-19,viiø2-I6-VI64-bII6,C major-E minor,"<a href=""https://musescore.com/score/6189652"">6189652</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Coleridge-Taylor%2C_Samuel/6_Sorrow_Songs%2C_Op.57/1_Oh_what_comes_over_the_Sea/lc6189652.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Coleridge-Taylor%2C_Samuel/6_Sorrow_Songs%2C_Op.57/1_Oh_what_comes_over_the_Sea/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/6189652_18-19-1.png"">6189652_18-19</a>"
"Hensel, Fanny (Mendelssohn)",3 Lieder,2 Verlust,16-17,V2/IV-IV6-V7/v-i,G minor-D minor,"<a href=""https://musescore.com/score/6013106"">6013106</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/3_Lieder/2_Verlust/lc6013106.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/3_Lieder/2_Verlust/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/6013106_16-17-1.png"">6013106_16-17</a>"
"Hensel, Fanny (Mendelssohn)","5 Lieder, Op.10",1 Nach Süden,32-34,V7-I-vi64-ii,E major,"<a href=""https://musescore.com/score/5000467"">5000467</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/5_Lieder%2C_Op.10/1_Nach_Süden/lc5000467.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/5_Lieder%2C_Op.10/1_Nach_Süden/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5000467_32-34-1.png"">5000467_32-34</a>"
"Hensel, Fanny (Mendelssohn)","5 Lieder, Op.10",2 Vorwurf,29-30,V7/III-III64-V7/IV-IV6,C# major,"<a href=""https://musescore.com/score/5000464"">5000464</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/5_Lieder%2C_Op.10/2_Vorwurf/lc5000464.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/5_Lieder%2C_Op.10/2_Vorwurf/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5000464_29-30-1.png"">5000464_29-30</a>"
"Hensel, Fanny (Mendelssohn)","5 Lieder, Op.10",2 Vorwurf,30-32,V7/IV-IV6-V6-i,C# major-G# minor,"<a href=""https://musescore.com/score/5000464"">5000464</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/5_Lieder%2C_Op.10/2_Vorwurf/lc5000464.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/5_Lieder%2C_Op.10/2_Vorwurf/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5000464_30-32-1.png"">5000464_30-32</a>"
"Hensel, Fanny (Mendelssohn)","5 Lieder, Op.10",5 Bergeslust,24-26,V7-I-vi-ii7,C major,"<a href=""https://musescore.com/score/5000446"">5000446</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/5_Lieder%2C_Op.10/5_Bergeslust/lc5000446.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/5_Lieder%2C_Op.10/5_Bergeslust/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5000446_24-26-1.png"">5000446_24-26</a>"
"Hensel, Fanny (Mendelssohn)","6 Lieder, Op.1",1 Schwanenlied,12-14,V65/VII-VII-V65-i,G minor,"<a href=""https://musescore.com/score/5100543"">5100543</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.1/1_Schwanenlied/lc5100543.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.1/1_Schwanenlied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5100543_12-14-1.png"">5100543_12-14</a>"
"Hensel, Fanny (Mendelssohn)","6 Lieder, Op.1",1 Schwanenlied,39-41,V65/VII-VII-V65-i,G minor,"<a href=""https://musescore.com/score/5100543"">5100543</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.1/1_Schwanenlied/lc5100543.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.1/1_Schwanenlied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5100543_39-41-1.png"">5100543_39-41</a>"
"Hensel, Fanny (Mendelssohn)","6 Lieder, Op.1",2 Wanderlied,20-23,I6-IV-ii6-V,D major,"<a href=""https://musescore.com/score/5004632"">5004632</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.1/2_Wanderlied/lc5004632.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.1/2_Wanderlied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5004632_20-23-1.png"">5004632_20-23</a>"
"Hensel, Fanny (Mendelssohn)","6 Lieder, Op.1",2 Wanderlied,22-25,ii6-V-iii6-vi,D major,"<a href=""https://musescore.com/score/5004632"">5004632</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.1/2_Wanderlied/lc5004632.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.1/2_Wanderlied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5004632_22-25-1.png"">5004632_22-25</a>"
"Hensel, Fanny (Mendelssohn)","6 Lieder, Op.9",4 Die frühen Gräber,7-9,V2/IV-IV6-i-iv7,Ab major-Bb minor,"<a href=""https://musescore.com/score/4986026"">4986026</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/4_Die_frühen_Gräber/lc4986026.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/4_Die_frühen_Gräber/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4986026_7-9-1.png"">4986026_7-9</a>"
"Hensel, Fanny (Mendelssohn)","6 Lieder, Op.9",4 Die frühen Gräber,11-12,iv6-VII-V65-i,Bb minor,"<a href=""https://musescore.com/score/4986026"">4986026</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/4_Die_frühen_Gräber/lc4986026.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/4_Die_frühen_Gräber/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4986026_11-12-1.png"">4986026_11-12</a>"
"Hensel, Fanny (Mendelssohn)","6 Lieder, Op.9",6 Die Mainacht,5-7,vi-ii7-viiø65-V2,Eb major-C minor,"<a href=""https://musescore.com/score/4986030"">4986030</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/6_Die_Mainacht/lc4986030.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/6_Die_Mainacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4986030_5-7-1.png"">4986030_5-7</a>"
"Hensel, Fanny (Mendelssohn)","6 Lieder, Op.9",6 Die Mainacht,12-13,V+6-I-V65-I,Db major-Eb major,"<a href=""https://musescore.com/score/4986030"">4986030</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/6_Die_Mainacht/lc4986030.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/6_Die_Mainacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4986030_12-13-1.png"">4986030_12-13</a>"
"Hensel, Fanny (Mendelssohn)","6 Lieder, Op.9",6 Die Mainacht,13-14,V65-I-V65/ii-ii,Eb major,"<a href=""https://musescore.com/score/4986030"">4986030</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/6_Die_Mainacht/lc4986030.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/6_Die_Mainacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4986030_13-14-1.png"">4986030_13-14</a>"
"Hensel, Fanny (Mendelssohn)","6 Lieder, Op.9",6 Die Mainacht,13-14,V65/ii-ii-iiø65-V7,Eb major-C minor,"<a href=""https://musescore.com/score/4986030"">4986030</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/6_Die_Mainacht/lc4986030.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Hensel%2C_Fanny_(Mendelssohn)/6_Lieder%2C_Op.9/6_Die_Mainacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4986030_13-14-1.png"">4986030_13-14</a>"
"Holmès, Augusta Mary Anne",Contes divins,3 Le chemin du ciel,14-17,V7-I-V43/ii-V7/V,E major,"<a href=""https://musescore.com/score/5904897"">5904897</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Holmès%2C_Augusta_Mary_Anne/Contes_divins/3_Le_chemin_du_ciel/lc5904897.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Holmès%2C_Augusta_Mary_Anne/Contes_divins/3_Le_chemin_du_ciel/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5904897_14-17-1.png"">5904897_14-17</a>"
"Holmès, Augusta Mary Anne",Contes divins,3 Le chemin du ciel,29-30,V43/IV-IV-V7/V-V7,E major,"<a href=""https://musescore.com/score/5904897"">5904897</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Holmès%2C_Augusta_Mary_Anne/Contes_divins/3_Le_chemin_du_ciel/lc5904897.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Holmès%2C_Augusta_Mary_Anne/Contes_divins/3_Le_chemin_du_ciel/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5904897_29-30-1.png"">5904897_29-30</a>"
"Holmès, Augusta Mary Anne",Contes divins,3 Le chemin du ciel,50-53,V7-I-V43/ii-V7/V,E major,"<a href=""https://musescore.com/score/5904897"">5904897</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Holmès%2C_Augusta_Mary_Anne/Contes_divins/3_Le_chemin_du_ciel/lc5904897.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Holmès%2C_Augusta_Mary_Anne/Contes_divins/3_Le_chemin_du_ciel/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5904897_50-53-1.png"">5904897_50-53</a>"
"Holmès, Augusta Mary Anne",Contes divins,3 Le chemin du ciel,65-66,V43/IV-IV-V7/V-V7,E major,"<a href=""https://musescore.com/score/5904897"">5904897</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Holmès%2C_Augusta_Mary_Anne/Contes_divins/3_Le_chemin_du_ciel/lc5904897.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Holmès%2C_Augusta_Mary_Anne/Contes_divins/3_Le_chemin_du_ciel/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5904897_65-66-1.png"">5904897_65-66</a>"
"Lang, Josephine","3 Lieder, Op.8",1 Schmetterling,75-78,V7-I-vi-V65/V,F major,"<a href=""https://musescore.com/score/6088572"">6088572</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Lang%2C_Josephine/3_Lieder%2C_Op.8/1_Schmetterling/lc6088572.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Lang%2C_Josephine/3_Lieder%2C_Op.8/1_Schmetterling/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/6088572_75-78-1.png"">6088572_75-78</a>"
"Mayer, Emilie","3 Lieder, Op.7",1 Du bist wie eine Blume,10-12,i-iv-V65/V-V,F major,"<a href=""https://musescore.com/score/5840527"">5840527</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Mayer%2C_Emilie/3_Lieder%2C_Op.7/1_Du_bist_wie_eine_Blume/lc5840527.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Mayer%2C_Emilie/3_Lieder%2C_Op.7/1_Du_bist_wie_eine_Blume/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5840527_10-12-1.png"">5840527_10-12</a>"
"Mayer, Emilie","3 Lieder, Op.7",2 O lass mich dein gedenken,18-20,V7-I-V65/ii-ii,A major,"<a href=""https://musescore.com/score/5840434"">5840434</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Mayer%2C_Emilie/3_Lieder%2C_Op.7/2_O_lass_mich_dein_gedenken/lc5840434.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Mayer%2C_Emilie/3_Lieder%2C_Op.7/2_O_lass_mich_dein_gedenken/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5840434_18-20-1.png"">5840434_18-20</a>"
"Mayer, Emilie","3 Lieder, Op.7",3 Wenn der Abendstern die Rosen,1-3,I6-iv7-ii6-V9,Ab major,"<a href=""https://musescore.com/score/5841419"">5841419</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Mayer%2C_Emilie/3_Lieder%2C_Op.7/3_Wenn_der_Abendstern_die_Rosen/lc5841419.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Mayer%2C_Emilie/3_Lieder%2C_Op.7/3_Wenn_der_Abendstern_die_Rosen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5841419_1-3-1.png"">5841419_1-3</a>"
"Reichardt, Louise",Zwölf Gesänge,03 Nach Sevilla,5-8,V7-I-V65/ii-ii,E major,"<a href=""https://musescore.com/score/5046249"">5046249</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge/03_Nach_Sevilla/lc5046249.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge/03_Nach_Sevilla/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5046249_5-8-1.png"">5046249_5-8</a>"
"Reichardt, Louise",Zwölf Gesänge,10 Die Veilchen,13-16,V7-I-V7/ii-ii,G major,"<a href=""https://musescore.com/score/5087944"">5087944</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge/10_Die_Veilchen/lc5087944.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge/10_Die_Veilchen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5087944_13-16-1.png"">5087944_13-16</a>"
"Schubert, Franz","Schwanengesang, D.957",02 Kriegers Ahnung,19-20,V/V-V-I-iv6,C minor-Eb major,"<a href=""https://musescore.com/score/4986000"">4986000</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/02_Kriegers_Ahnung/lc4986000.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/02_Kriegers_Ahnung/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4986000_19-20-1.png"">4986000_19-20</a>"
"Schubert, Franz","Schwanengesang, D.957",03 Frühlingssehnsucht,93-95,V-i-V7/IV-IV,D minor-Bb major,"<a href=""https://musescore.com/score/4985999"">4985999</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/03_Frühlingssehnsucht/lc4985999.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/03_Frühlingssehnsucht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4985999_93-95-1.png"">4985999_93-95</a>"
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,15-16,V7-I-vi-V43/V,F major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5015378_15-16-1.png"">5015378_15-16</a>"
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,19-20,V7-I-vi-V43/V,Bb major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5015378_19-20-1.png"">5015378_19-20</a>"
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,47-48,V7-I-vi-V43/V,F major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5015378_47-48-1.png"">5015378_47-48</a>"
