COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY,SCORE,DOWNLOAD,EXAMPLE
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,51-52,V7-I-vi-V43/V,Bb major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5015378_51-52-1.png"">5015378_51-52</a>"
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,82-83,V-I-ii-V43,G major-D major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5015378_82-83-1.png"">5015378_82-83</a>"
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,83-84,V43-I-vi-V43/V,D major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5015378_83-84-1.png"">5015378_83-84</a>"
"Schubert, Franz","Winterreise, D.911",11 Frühlingstraum,35-37,viiø2-iii6-I6-iv,A major-A minor,"<a href=""https://musescore.com/score/5023603"">5023603</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/11_Frühlingstraum/lc5023603.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/11_Frühlingstraum/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5023603_35-37-1.png"">5023603_35-37</a>"
"Schubert, Franz","Winterreise, D.911",11 Frühlingstraum,79-81,viiø2-iii6-I6-iv,A major-A minor,"<a href=""https://musescore.com/score/5023603"">5023603</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/11_Frühlingstraum/lc5023603.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/11_Frühlingstraum/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5023603_79-81-1.png"">5023603_79-81</a>"
"Schubert, Franz","Winterreise, D.911",14 Der greise Kopf,36-38,I+6-IV-ii-V7,C major,"<a href=""https://musescore.com/score/5007178"">5007178</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/14_Der_greise_Kopf/lc5007178.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/14_Der_greise_Kopf/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5007178_36-38-1.png"">5007178_36-38</a>"
"Schubert, Franz","Winterreise, D.911",21 Das Wirthshaus,26-27,V43-i-VI-ii6,C minor,"<a href=""https://musescore.com/score/5013945"">5013945</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/21_Das_Wirthshaus/lc5013945.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/21_Das_Wirthshaus/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5013945_26-27-1.png"">5013945_26-27</a>"
"Schumann, Clara", ,Die gute Nacht,28-31,V6-I-vi-ii65,Bb major,"<a href=""https://musescore.com/score/5000388"">5000388</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/_/Die_gute_Nacht/lc5000388.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/_/Die_gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5000388_28-31-1.png"">5000388_28-31</a>"
"Schumann, Clara","6 Lieder, Op.13",1 Ich stand in dunklen Träumen,10-12,V65-I-V7/ii-ii6,Bb major,"<a href=""https://musescore.com/score/5133602"">5133602</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/6_Lieder%2C_Op.13/1_Ich_stand_in_dunklen_Träumen/lc5133602.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/6_Lieder%2C_Op.13/1_Ich_stand_in_dunklen_Träumen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5133602_10-12-1.png"">5133602_10-12</a>"
"Schumann, Clara","6 Lieder, Op.13",1 Ich stand in dunklen Träumen,29-30,V7/IV-IV-ii7-V7,Eb major,"<a href=""https://musescore.com/score/5133602"">5133602</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/6_Lieder%2C_Op.13/1_Ich_stand_in_dunklen_Träumen/lc5133602.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/6_Lieder%2C_Op.13/1_Ich_stand_in_dunklen_Träumen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5133602_29-30-1.png"">5133602_29-30</a>"
"Schumann, Clara","6 Lieder, Op.23",4 Auf einem grünen Hügel,5-7,iv6-VII-V6-i,A minor,"<a href=""https://musescore.com/score/5142672"">5142672</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/6_Lieder%2C_Op.23/4_Auf_einem_grünen_Hügel/lc5142672.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/6_Lieder%2C_Op.23/4_Auf_einem_grünen_Hügel/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5142672_5-7-1.png"">5142672_5-7</a>"
"Schumann, Clara","6 Lieder, Op.23",4 Auf einem grünen Hügel,19-21,iv6-VII-V6-i,A minor,"<a href=""https://musescore.com/score/5142672"">5142672</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/6_Lieder%2C_Op.23/4_Auf_einem_grünen_Hügel/lc5142672.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/6_Lieder%2C_Op.23/4_Auf_einem_grünen_Hügel/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5142672_19-21-1.png"">5142672_19-21</a>"
"Schumann, Clara","Lieder, Op.12",04 Liebst du um Schönheit,37-37,I-viio7/V-iiø65-V,Db major,"<a href=""https://musescore.com/score/5000397"">5000397</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/Lieder%2C_Op.12/04_Liebst_du_um_Schönheit/lc5000397.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Clara/Lieder%2C_Op.12/04_Liebst_du_um_Schönheit/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5000397_37-37-1.png"">5000397_37-37</a>"
"Schumann, Robert","Dichterliebe, Op.48","06 Im Rhein, im heiligen Strome",21-22,I-viio64/V-V2/V-V6,G major,"<a href=""https://musescore.com/score/4978379"">4978379</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/06_Im_Rhein%2C_im_heiligen_Strome/lc4978379.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/06_Im_Rhein%2C_im_heiligen_Strome/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978379_21-22-1.png"">4978379_21-22</a>"
"Schumann, Robert","Dichterliebe, Op.48","06 Im Rhein, im heiligen Strome",22-23,V2/V-V6-V65/vi-vi6,G major,"<a href=""https://musescore.com/score/4978379"">4978379</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/06_Im_Rhein%2C_im_heiligen_Strome/lc4978379.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/06_Im_Rhein%2C_im_heiligen_Strome/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978379_22-23-1.png"">4978379_22-23</a>"
"Schumann, Robert","Dichterliebe, Op.48",07 Ich grolle nicht,13-15,v-i-V-i,A minor-B minor,"<a href=""https://musescore.com/score/4978382"">4978382</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/07_Ich_grolle_nicht/lc4978382.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/07_Ich_grolle_nicht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978382_13-15-1.png"">4978382_13-15</a>"
"Schumann, Robert","Dichterliebe, Op.48",09 Das ist ein Flöten und Geigen,12-15,I7-III+-i-V,F major-G minor,"<a href=""https://musescore.com/score/4978390"">4978390</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/09_Das_ist_ein_Flöten_und_Geigen/lc4978390.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/09_Das_ist_ein_Flöten_und_Geigen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978390_12-15-1.png"">4978390_12-15</a>"
"Schumann, Robert","Dichterliebe, Op.48",09 Das ist ein Flöten und Geigen,46-49,I7-III+-i-V,F major-G minor,"<a href=""https://musescore.com/score/4978390"">4978390</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/09_Das_ist_ein_Flöten_und_Geigen/lc4978390.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/09_Das_ist_ein_Flöten_und_Geigen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978390_46-49-1.png"">4978390_46-49</a>"
"Schumann, Robert","Dichterliebe, Op.48","16 Die alten, bösen Lieder",59-61,V9-V9/IV-V65/ii-ii,Db major,"<a href=""https://musescore.com/score/4978400"">4978400</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/16_Die_alten%2C_bösen_Lieder/lc4978400.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Dichterliebe%2C_Op.48/16_Die_alten%2C_bösen_Lieder/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978400_59-61-1.png"">4978400_59-61</a>"
"Schumann, Robert","Frauenliebe und Leben, Op.42",1 Seit ich ihn gesehen,14-15,V7-III+64/vi-vi-ii65,Bb major,"<a href=""https://musescore.com/score/4978468"">4978468</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Frauenliebe_und_Leben%2C_Op.42/1_Seit_ich_ihn_gesehen/lc4978468.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Frauenliebe_und_Leben%2C_Op.42/1_Seit_ich_ihn_gesehen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978468_14-15-1.png"">4978468_14-15</a>"
"Schumann, Robert","Frauenliebe und Leben, Op.42",1 Seit ich ihn gesehen,30-31,V7-III+64/vi-vi-ii65,Bb major,"<a href=""https://musescore.com/score/4978468"">4978468</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Frauenliebe_und_Leben%2C_Op.42/1_Seit_ich_ihn_gesehen/lc4978468.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Frauenliebe_und_Leben%2C_Op.42/1_Seit_ich_ihn_gesehen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978468_30-31-1.png"">4978468_30-31</a>"
"Schumann, Robert","Frauenliebe und Leben, Op.42",3 Ich kann’s nicht fassen,10-13,V65-i-VI-ii65,C minor,"<a href=""https://musescore.com/score/4978485"">4978485</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Frauenliebe_und_Leben%2C_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Frauenliebe_und_Leben%2C_Op.42/3_Ich_kann’s_nicht_fassen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978485_10-13-1.png"">4978485_10-13</a>"
"Schumann, Robert","Frauenliebe und Leben, Op.42",3 Ich kann’s nicht fassen,28-31,V7-i-V65/IV-IV,G minor-Eb major,"<a href=""https://musescore.com/score/4978485"">4978485</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Frauenliebe_und_Leben%2C_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Frauenliebe_und_Leben%2C_Op.42/3_Ich_kann’s_nicht_fassen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978485_28-31-1.png"">4978485_28-31</a>"
"Schumann, Robert","Frauenliebe und Leben, Op.42",3 Ich kann’s nicht fassen,62-65,V65-i-VI-ii65,C minor,"<a href=""https://musescore.com/score/4978485"">4978485</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Frauenliebe_und_Leben%2C_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schumann%2C_Robert/Frauenliebe_und_Leben%2C_Op.42/3_Ich_kann’s_nicht_fassen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/4978485_62-65-1.png"">4978485_62-65</a>"
"Wolf, Hugo",Eichendorff-Lieder,08 Nachtzauber,19-20,V65/IV-IV6-II43-V6,B major,"<a href=""https://musescore.com/score/5039817"">5039817</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Wolf%2C_Hugo/Eichendorff-Lieder/08_Nachtzauber/lc5039817.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Wolf%2C_Hugo/Eichendorff-Lieder/08_Nachtzauber/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5039817_19-20-1.png"">5039817_19-20</a>"
"Wolf, Hugo",Eichendorff-Lieder,08 Nachtzauber,48-49,V65/IV-IV6-II43-V6,B major,"<a href=""https://musescore.com/score/5039817"">5039817</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Wolf%2C_Hugo/Eichendorff-Lieder/08_Nachtzauber/lc5039817.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Wolf%2C_Hugo/Eichendorff-Lieder/08_Nachtzauber/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5039817_48-49-1.png"">5039817_48-49</a>"
"Wolf, Hugo",Eichendorff-Lieder,14 Der verzweifelte Liebhaber,10-12,i-iv6-iiø43-V,G minor,"<a href=""https://musescore.com/score/5052714"">5052714</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Wolf%2C_Hugo/Eichendorff-Lieder/14_Der_verzweifelte_Liebhaber/lc5052714.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Wolf%2C_Hugo/Eichendorff-Lieder/14_Der_verzweifelte_Liebhaber/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5052714_10-12-1.png"">5052714_10-12</a>"
"Wolf, Hugo",Eichendorff-Lieder,15 Unfall,12-13,V-I-V-i,A minor-Bb minor,"<a href=""https://musescore.com/score/5057804"">5057804</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Wolf%2C_Hugo/Eichendorff-Lieder/15_Unfall/lc5057804.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Wolf%2C_Hugo/Eichendorff-Lieder/15_Unfall/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5057804_12-13-1.png"">5057804_12-13</a>"
"Wolf, Hugo",Eichendorff-Lieder,19 Die Nacht,9-11,i-V65/iii-V43-I,F# minor-C major,"<a href=""https://musescore.com/score/5052801"">5052801</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Wolf%2C_Hugo/Eichendorff-Lieder/19_Die_Nacht/lc5052801.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Wolf%2C_Hugo/Eichendorff-Lieder/19_Die_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/5052801_9-11-1.png"">5052801_9-11</a>"
"Zumsteeg, Emilie","6 Lieder, Op.4",1 Die Kapelle,14-15,i-iv-V65/V-V,Ab minor,"<a href=""https://musescore.com/score/6159729"">6159729</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Zumsteeg%2C_Emilie/6_Lieder%2C_Op.4/1_Die_Kapelle/lc6159729.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Zumsteeg%2C_Emilie/6_Lieder%2C_Op.4/1_Die_Kapelle/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/6159729_14-15-1.png"">6159729_14-15</a>"
"Zumsteeg, Emilie","6 Lieder, Op.4",1 Die Kapelle,18-19,V65-i-VI-iio6,Ab minor,"<a href=""https://musescore.com/score/6159729"">6159729</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Zumsteeg%2C_Emilie/6_Lieder%2C_Op.4/1_Die_Kapelle/lc6159729.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Zumsteeg%2C_Emilie/6_Lieder%2C_Op.4/1_Die_Kapelle/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/aufsteigender_Quintfall/6159729_18-19-1.png"">6159729_18-19</a>"
