mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
57	55	0	0	3/4	2	1	viio6	G	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
58	56	0	0	3/4	2	1	I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
59	57	0	0	3/4	2	1	ii6	G	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
59	57	1/2	1/2	3/4	2	1	V	G	V		V	V							M	0	0	1, 5, 2		1	1
60	58	0	0	3/4	2	1	I	G	V		I	I							M	0	0	0, 4, 1		0	0
61	59	1/4	1/4	3/4	2	1	viio6(2)	G	V		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
61	59	1/2	1/2	3/4	2	1	viio6	G	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
62	60	1/4	1/4	3/4	2	1	I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
63	61	0	0	3/4	2	1	ii6	G	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
63	61	1/2	1/2	3/4	2	1	V	G	V		V	V							M	0	0	1, 5, 2		1	1
64	62	0	0	3/4	2	1	I}{	G	V		I	I						}{	M	0	0	0, 4, 1		0	0
65	63	0	0	3/4	2	1	I.V[I	G	I	V	I	I							M	0	0	0, 4, 1		0	0
66	64	0	0	3/4	2	1	V7	G	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
68	66	0	0	3/4	2	1	I	G	I	V	I	I							M	0	0	0, 4, 1		0	0
69	67	0	0	3/4	2	1	I6	G	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
69	67	1/2	1/2	3/4	2	1	V7	G	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	68	0	0	3/4	2	1	V]}	G	I	V	V	V						}	M	0	0	1, 5, 2		1	1
72	70	0	0	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	71	1/2	1/2	3/4	2	1	{	G	I									{		0	0				
74	72	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
75	73	0	0	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
76	74	0	0	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
77	75	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
77	75	3/8	3/8	3/4	2	1	V6/ii	G	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
77	75	1/2	1/2	3/4	2	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
79	77	0	0	3/4	2	1	V43/ii	G	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
80	78	0	0	3/4	2	1	V65/ii	G	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
81	79	0	0	3/4	2	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
82	80	0	0	3/4	2	1	IV.IV6	G	IV		IV6	IV		6					M	0	0	3, 0, -1		-1	3
82	80	1/2	1/2	3/4	2	1	V65	G	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	81	0	0	3/4	2	1	I(#2)	G	IV		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
83	81	1/4	1/4	3/4	2	1	I	G	IV		I	I							M	0	0	0, 4, 1		0	0
83	81	1/2	1/2	3/4	2	1	I6	G	IV		I6	I		6					M	0	0	4, 1, 0		0	4
84	82	0	0	3/4	2	1	I	G	IV		I	I							M	0	0	0, 4, 1		0	0
85	83	0	0	3/4	2	1	V6	G	IV		V6	V		6					M	0	0	5, 2, 1		1	5
86	84	0	0	3/4	2	1	I	G	IV		I	I							M	0	0	0, 4, 1		0	0
86	84	3/8	3/8	3/4	2	1	vi	G	IV		vi	vi							m	0	0	3, 0, 4		3	3
87	85	0	0	3/4	2	1	ii	G	IV		ii	ii							m	0	0	2, -1, 3		2	2
87	85	3/8	3/8	3/4	2	1	viio	G	IV		viio	vii	o						o	0	0	5, 2, -1		5	5
87	85	5/8	5/8	3/4	2	1	viio6	G	IV		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
88	86	0	0	3/4	2	1	I6	G	IV		I6	I		6					M	0	0	4, 1, 0		0	4
88	86	1/4	1/4	3/4	2	1	I	G	IV		I	I							M	0	0	0, 4, 1		0	0
88	86	1/2	1/2	3/4	2	1	I6	G	IV		I6	I		6					M	0	0	4, 1, 0		0	4
88	86	5/8	5/8	3/4	2	1	I.viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
89	87	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
89	87	1/4	1/4	3/4	2	1	vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
89	87	1/2	1/2	3/4	2	1	vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
90	88	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
90	88	1/4	1/4	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
90	88	1/2	1/2	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
90	88	5/8	5/8	3/4	2	1	viio/V	G	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
91	89	0	0	3/4	2	1	V}	G	I		V	V						}	M	0	0	1, 5, 2		1	1
92	90	0	0	3/4	2	1	I6{	G	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
92	90	1/4	1/4	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
92	90	1/2	1/2	3/4	2	1	I(4)	G	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
92	90	5/8	5/8	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
93	91	0	0	3/4	2	1	V6(6)	G	I		V6(6)	V		6	6				M	0	0	5, 4, 1		1	5
93	91	1/8	1/8	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
93	91	1/4	1/4	3/4	2	1	vi7(4)	G	I		vi7(4)	vi		7	4				mm7	0	0	3, 2, 4, 1		3	3
93	91	3/8	3/8	3/4	2	1	vi7	G	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
93	91	1/2	1/2	3/4	2	1	V(4)	G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
93	91	5/8	5/8	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
94	92	0	0	3/4	2	1	vi7(4)	G	I		vi7(4)	vi		7	4				mm7	0	0	3, 2, 4, 1		3	3
94	92	1/16	1/16	3/4	2	1	vi7	G	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
94	92	1/4	1/4	3/4	2	1	V6(6)	G	I		V6(6)	V		6	6				M	0	0	5, 4, 1		1	5
94	92	5/16	5/16	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
94	92	1/2	1/2	3/4	2	1	I(4)	G	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
94	92	9/16	9/16	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
95	93	0	0	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
95	93	1/4	1/4	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
95	93	1/2	1/2	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
96	94	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
96	94	1/4	1/4	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
96	94	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
97	95	0	0	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
97	95	1/4	1/4	3/4	2	1	vi7	G	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
97	95	1/2	1/2	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
98	96	0	0	3/4	2	1	vi7	G	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
98	96	1/4	1/4	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
98	96	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
99	97	0	0	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
99	97	1/4	1/4	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
99	97	1/2	1/2	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
100	98	0	0	3/4	2	1	I}{	G	I		I	I						}{	M	0	0	0, 4, 1		0	0
100	98	1/2	1/2	3/4	2	1	viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
100	98	5/8	5/8	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
101	99	1/2	1/2	3/4	2	1	vii%7	G	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
101	99	5/8	5/8	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
102	100	1/2	1/2	3/4	2	1	viio/V	G	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
102	100	5/8	5/8	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
103	101	0	0	3/4	2	1	viio/IV	G	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
103	101	1/8	1/8	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
103	101	1/4	1/4	3/4	2	1	viio43/V	G	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
103	101	3/8	3/8	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
103	101	1/2	1/2	3/4	2	1	viio43/IV	G	I		viio43/IV	vii	o	43		IV			o7	0	0	-2, -5, 4, 1		4	-2
103	101	5/8	5/8	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
104	102	0	0	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
104	102	1/2	1/2	3/4	2	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
105	103	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
106	104	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
106	104	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
106	104	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	105	0	0	3/4	2	1	I}{	G	I		I	I						}{	M	0	0	0, 4, 1		0	0
107	105	1/2	1/2	3/4	2	1	viio/V	G	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
107	105	5/8	5/8	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
108	106	0	0	3/4	2	1	viio/IV	G	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
108	106	1/8	1/8	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
108	106	1/4	1/4	3/4	2	1	viio43/V	G	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
108	106	3/8	3/8	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
108	106	1/2	1/2	3/4	2	1	viio43/IV	G	I		viio43/IV	vii	o	43		IV			o7	0	0	-2, -5, 4, 1		4	-2
108	106	5/8	5/8	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
109	107	0	0	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
109	107	1/2	1/2	3/4	2	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
110	108	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
111	109	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
111	109	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
111	109	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
112	110	0	0	3/4	2	1	I}{	G	I		I	I						}{	M	0	0	0, 4, 1		0	0
112	110	1/2	1/2	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
112	110	5/8	5/8	3/4	2	1	viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
113	111	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
113	111	1/2	1/2	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
113	111	5/8	5/8	3/4	2	1	viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
114	112	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
114	112	1/8	1/8	3/4	2	1	vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
114	112	1/4	1/4	3/4	2	1	V6(2)	G	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
114	112	3/8	3/8	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
114	112	1/2	1/2	3/4	2	1	IV6(2)	G	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
114	112	5/8	5/8	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
115	113	0	0	3/4	2	1	iii6(2)	G	I		iii6(2)	iii		6	2				m	0	0	1, 5, -1		4	1
115	113	1/8	1/8	3/4	2	1	iii6	G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
115	113	1/4	1/4	3/4	2	1	ii6(2)	G	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
115	113	3/8	3/8	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
115	113	1/2	1/2	3/4	2	1	I6(2)	G	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
115	113	5/8	5/8	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
116	114	0	0	3/4	2	1	ii6(#7)	G	I		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
116	114	1/8	1/8	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
116	114	1/4	1/4	3/4	2	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
116	114	1/2	1/2	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
116	114	5/8	5/8	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
117	115	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
117	115	3/16	3/16	3/4	2	1	vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
117	115	1/4	1/4	3/4	2	1	V6(2)	G	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
117	115	7/16	7/16	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
117	115	1/2	1/2	3/4	2	1	IV6(2)	G	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
117	115	11/16	11/16	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
118	116	0	0	3/4	2	1	iii6(2)	G	I		iii6(2)	iii		6	2				m	0	0	1, 5, -1		4	1
118	116	3/16	3/16	3/4	2	1	iii6	G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
118	116	1/4	1/4	3/4	2	1	ii6(2)	G	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
118	116	7/16	7/16	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
118	116	1/2	1/2	3/4	2	1	I6(2)	G	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
118	116	11/16	11/16	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
119	117	0	0	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
119	117	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
119	117	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
120	118	0	0	3/4	2	1	I[I}	G	I	I	I	I						}	M	0	0	0, 4, 1		0	0
120	118	3/8	3/8	3/4	2	1	V7/IV	G	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
120	118	1/2	1/2	3/4	2	1	IV6	G	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
120	118	5/8	5/8	3/4	2	1	viio	G	I	I	viio	vii	o						o	0	0	5, 2, -1		5	5
121	119	0	0	3/4	2	1	I	G	I	I	I	I							M	0	0	0, 4, 1		0	0
121	119	3/8	3/8	3/4	2	1	V7/IV	G	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
121	119	1/2	1/2	3/4	2	1	IV	G	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
121	119	5/8	5/8	3/4	2	1	viio6	G	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
122	120	0	0	3/4	2	1	I]	G	I	I	I	I							M	0	0	0, 4, 1		0	0
